base,derived,prefix,separability,pos,gloss_de,gloss_es,gloss_en,example,wiktionary_url
fallen,verfallen,ver-,inseparable,Verb,mit der Zeit brüchig werden oder kaputt gehen ungültig werden; seine Gültigkeit verlieren jemandem verfallen: vor Liebe / Faszination willenlos werden gegenüber jemandem etwas verfallen: nur noch an etwas bestimmtes denken ; begeistert sein von etwas Mehrere Bedeutungen fehlen noch.,,,Ohne Pflege wird das Schloss irgendwann verfallen.,https://de.wiktionary.org/wiki/verfallen
fallen,vorfallen,vor-,separable,Verb,"unwillkürlich nach vorne geraten (Medizin: von Organen) sich abspielen, geschehen",,,"Du hast so lange Haare, dass sie vorfallen können.",https://de.wiktionary.org/wiki/vorfallen
fallen,wegfallen,weg-,separable,Verb,"wirklich nicht mehr dasein / existieren oder auch: ausfallen , zeitweise nicht zur Verfügung stehen",,,"„""Der Krieg beschleunigte die Industrialisierung, weil bisherige Importe plötzlich wegfielen und die Waren selbst hergestellt werden mussten"", analysiert Franz Waldenberger, Direktor des Deutschen Instituts für Japanstudien in Tokio.“",https://de.wiktionary.org/wiki/wegfallen
fallen,zerfallen,zer-,inseparable,Verb,"in seine Einzelteile auseinanderfallen, sich auflösen übertragen : untergehen, aufhören als Ganzes zu existieren, sich nicht aufrechterhalten können Kernphysik : sich spontan spalten gehoben : sich in etwas gliedern , aus Bestandteilen bestehen sich uneins werden, im Streit auseinandergehen",,,Das alte Bauwerk zerfällt immer mehr.,https://de.wiktionary.org/wiki/zerfallen
fallen,zufallen,zu-,separable,Verb,intransitiv : sich von selbst schließen intransitiv : zugeteilt werden,,,Durch den (starken) Wind fiel die Terrassentür zu.,https://de.wiktionary.org/wiki/zufallen
fallen,zurückfallen,zurück-,separable,Verb,Sport : in einem Rennen nicht mehr mithalten / hinter den Gegnern zurückbleiben in Anlehnung an Bedeutung : in den Leistungen schlechter werden; sich verschlechtern ; sinken nach hinten fallen ; auf den Rücken fallen ; wieder in die Ausgangsstellung fallen Eigentum zurück zum Vorbesitzer wechseln eine schlechte Angewohnheit wieder aufnehmen auf jemanden (Akkusativ) zurückfallen : jemandes Ruf aufgrund dessen schlechten Verhaltens schädigen,,,Beim letzten Marathon konnte ich ab Kilometer 30 nicht mehr mit der Spitze mithalten und fiel zurück.,https://de.wiktionary.org/wiki/zur%C3%BCckfallen
fallen,zusammenfallen,zusammen-,separable,Verb,durch Einstürzen kaputtgehen an Umfang verlieren körperlich abbauen zu gleicher Zeit geschehen,,,„Die bei dieser Eruption zusammengefallene Magmakammer bildet das Bett für den heutigen See.“,https://de.wiktionary.org/wiki/zusammenfallen
fallen,überfallen,über-,ambiguous,Verb,"transitiv , militärisch : überraschend angreifen transitiv : einen Raub durchführen transitiv , übertragen : unvorbereitet mit etwas konfrontieren intransitiv , übertragen : von Gefühlen ergriffen werden",,,Deutschland überfiel Polen im zweiten Weltkrieg.,https://de.wiktionary.org/wiki/%C3%BCberfallen
führen,abführen,ab-,separable,Verb,"transitiv : jemanden polizeilich wegbringen , in Gewahrsam nehmen transitiv : regelmäßig Geld (an jemanden) abliefern intransitiv : den Darminhalt entleeren , den Stuhlgang fördern",,,Die Polizisten führen den Verdächtigen ab.,https://de.wiktionary.org/wiki/abf%C3%BChren
führen,anführen,an-,separable,Verb,"eine Gruppe von Personen oder etwas leiten Worte / Gedanken / Ideen , die es bereits gibt, erneut ( wortgetreu ) wiedergeben Argumente/Erklärung vorbringen umgangssprachlich : jemanden auf freundliche Art täuschen , hinters Licht führen , was meist direkt im Anschluss bekannt wird in Anführungszeichen setzen",,,Aemilius führt die Römer an .,https://de.wiktionary.org/wiki/anf%C3%BChren
führen,aufführen,auf-,separable,Verb,"reflexiv : sich (schlecht) verhalten transitiv : eine Aufführung veranstalten; ein Stück im Theater, der Oper, im Ballett oder Ähnlichem öffentlich zeigen transitiv : etwas namentlich benennen transitiv : ein Bauwerk errichten",,,Führ dich doch nicht so seltsam auf!,https://de.wiktionary.org/wiki/auff%C3%BChren
führen,ausführen,aus-,separable,Verb,"transitiv , von Waren : in andere Länder verkaufen transitiv : so handeln, dass dadurch eine Anweisung befolgt wird; auftragsgemäß durchführen transitiv : etwas Geplantes in die Tat umsetzen transitiv : eine bestimmte Tätigkeit erledigen ; etwas Bestimmtes machen; besonders in der EDV : ein Programm laufen lassen transitiv , jemanden ausführen, insbesondere eine Geliebte / einen Geliebten : an einen bestimmten Ort oder zu einer bestimmten Veranstaltung einladen transitiv : etwas näher erklären",,,Entwicklungsländer führen meist einfache landwirtschaftliche Produkte aus.,https://de.wiktionary.org/wiki/ausf%C3%BChren
führen,durchführen,durch-,ambiguous,Verb,"einen Plan , ein Vorhaben oder einen Befehl in die Tat umsetzen etwas machen, eine Handlung vollziehen mit jemandem eine Führung durch etwas machen, jemandem etwas zeigen",,,"Um diesen Plan durchführen zu können, war sich der deutsche Generalstab sicher, müsse man erst die Luftherrschaft über England gewinnen.",https://de.wiktionary.org/wiki/durchf%C3%BChren
führen,einführen,ein-,separable,Verb,"eine Ware über eine Grenze in ein Land/Gebiet bringen etwas Neues zur Anwendung bringen; etwas Gültigkeit erlangen lassen; etwas bekannt machen, zur Benutzung bringen in etwas einführen: eine Einführung geben etwas in einen Raum, eine Lücke, eine Öffnung einbringen",,,"Der Importeur war darauf spezialisiert, Unterhaltungselektronik aus Asien einzuführen.",https://de.wiktionary.org/wiki/einf%C3%BChren
führen,entführen,ent-,inseparable,Verb,"jemanden (oder etwas in dem sich Personen befinden) heimlich oder gewaltsam wegbringen , verschleppen",,,Jemand hat meinen Sohn entführt und droht ihn zu töten!,https://de.wiktionary.org/wiki/entf%C3%BChren
führen,fortführen,fort-,separable,Verb,transitiv : eine Sache weiterhin tun transitiv : etwas oder jemanden an einen anderen Ort bringen,,,Morgen werden wir die Verhandlungen fortführen.,https://de.wiktionary.org/wiki/fortf%C3%BChren
führen,herführen,her-,separable,Verb,"jemanden von woanders hierher, an diesen Ort bringen / geleiten ( führen ) woanders anfangen und bis hierher reichen",,,"Erzähl, was dich zu mir hergeführt hat.",https://de.wiktionary.org/wiki/herf%C3%BChren
führen,hinführen,hin-,separable,Verb,"jemanden zu einem Ort begleiten unpersönlich : als Folgerung , Ergebnis herauskommen ; als Weg enden bei einer Erkenntnis leiten und begleiten über eine Fläche: durchqueren",,,"Ich soll sie zu der Stelle hinführen , wo damals der Unfall geschah.",https://de.wiktionary.org/wiki/hinf%C3%BChren
führen,mitführen,mit-,separable,Verb,"Der Ausdruck 'mit sich führen' wird getrennt geschrieben. Meint man mitführen , heißt es 'mit sich mitführen'.",,,"Sie müssen schon Ihren Personalausweis mitführen , das wissen Sie doch, oder?",https://de.wiktionary.org/wiki/mitf%C3%BChren
führen,nachführen,nach-,separable,Verb,"etwas sich einem verändernden Objekt / Ziel anpassen , etwas auf dieses Ziel ausrichten Logistik , Militär : Material / Ware an einen Ort hinter jemandem herliefern schweizerisch : etwas aktualisieren , etwas auf den neuesten Stand bringen",,,"Die Effizienz von Photovoltaikanlagen steigt, wenn man die Panels der Sonne nachführt.",https://de.wiktionary.org/wiki/nachf%C3%BChren
führen,unterführen,unter-,ambiguous,Verb,Tiefbau : einen Verkehrsweg unter etwas legen / hindurchführen (zum Beispiel unter einem Fluss) Typografie : bei untereinanderstehenden Wörtern (Ziffern) das untenstehende durch das Unterführungszeichen ersetzen,,,"„Nun reicht dieser Höhenunterschied aber nicht aus, um eine benachbarte Querstraße zu unterführen ; vielmehr sind hierfür mindestens 5 m (3,80 m Lichthöhe, 1,2 m Bauhöhe) erforderlich.“",https://de.wiktionary.org/wiki/unterf%C3%BChren
führen,verführen,ver-,inseparable,Verb,"veraltete Bedeutung : an einen anderen Ort führen veraltete Bedeutung : an einen falschen Ort führen, auf einen falschen Weg führen, in eine falsche Richtung führen übertragen zu : jemanden derart gezielt beeinflussen, dass dieser etwas ( Unerlaubtes , Unkluges , Unrechtes , Unvernünftiges oder dergleichen) gegen seine ursprüngliche Absicht tut; jemanden zu etwas verleiten, verlocken übertragen zu ; umgangssprachlich scherzhaft : auffordern, an etwas gratis teilzunehmen; bitten, sich an etwas gratis zu beteiligen jemanden zum Geschlechtsverkehr verleiten",,,"„Es sind ferner 130 Pferde vorhanden, welche das Bier verführen. “",https://de.wiktionary.org/wiki/verf%C3%BChren
führen,vorführen,vor-,separable,Verb,einem Publikum zeigen jemanden zwangsweise zu einem Organ der Exekutive oder Jurisdiktion bringen erklärend zeigen dem Gespött preisgeben,,,"„Ein Kinofilm, der mit der gängigen analogen Technologie aufgezeichnet wurde, kann auf jedem Kinoprojektor in jedem Land der Welt vorgeführt werden .“",https://de.wiktionary.org/wiki/vorf%C3%BChren
führen,wegführen,weg-,separable,Verb,weg·füh·ren,,,,https://de.wiktionary.org/wiki/wegf%C3%BChren
führen,weiterführen,weiter-,separable,Verb,etwas Begonnenes fortsetzen,,,"„1918 zum titular a.o. Prof. ernannt, konnte Spitzy diese Einrichtung nach Kriegsende als Zivilspital weiterführen und wurde 1923 zum Direktor und Primararzt dieses orthopädischen Spitals ernannt, an dem er bis 1942 wirkte.“",https://de.wiktionary.org/wiki/weiterf%C3%BChren
führen,zuführen,zu-,separable,Verb,"etwas wohin gelangen lassen; zuleiten mit jemandem, etwas zusammenbringen; zu jemandem, etwas bringen, führen in Richtung auf etwas hin verlaufen",,,"Der Maschine wird kein Strom zugeführt, da das Kabel defekt ist.",https://de.wiktionary.org/wiki/zuf%C3%BChren
führen,zurückführen,zurück-,separable,Verb,an den Herkunftsort bringen zum Herkunftsort geleiten die Rückkehr zum Herkunftsort ermöglichen Ursachen angeben auf einen früheren Stand bringen,,,"„Der Bund muss viel stärker als bisher geplant und langfristiger operativ in die Betreuung einsteigen und mindestens die Hälfte aller Flüchtlinge aufnehmen, betreuen und bei negativem Ausgang in ihre Heimatländer zurückführen .“",https://de.wiktionary.org/wiki/zur%C3%BCckf%C3%BChren
führen,zusammenführen,zusammen-,separable,Verb,zwei Sachen aneinander näher bringen,,,Der Priester führte die Menschen zusammen.,https://de.wiktionary.org/wiki/zusammenf%C3%BChren
führen,überführen,über-,ambiguous,Verb,"mit Genitiv : einem Täter eine Tat nachweisen (auch übertragen , ironisch ) eine Person oder Sache von einem Ort zu einem anderen bewegen, transportieren etwas, oft unter Anwendung eines bewährten Verfahrens aus einer in eine andere bestimmte, standardisierte Form bringen",,,Der Bürgermeister wurde der Lüge überführt.,https://de.wiktionary.org/wiki/%C3%BCberf%C3%BChren
geben,abgeben,ab-,separable,Verb,"jemandem etwas geben, der es haben soll oder verlangt Sport : bei Ballspielen den Ball einem Mitspieler zukommen lassen Sport : einen Satz (zum Beispiel im Tennis ) oder ein gesamtes Spiel verlieren für etwas geeignet sein sich mit etwas beschäftigen; Kontakt mit etwas haben",,,Am Schluss geben Sie bitte Ihre Klausur bei mir ab .,https://de.wiktionary.org/wiki/abgeben
geben,angeben,an-,separable,Verb,"transitiv : Mitteilung machen: hinweisen , mitteilen , behaupten intransitiv : sich wichtiger erscheinen lassen als man ist; prahlen",,,Bei der Versicherung gab er seine neue Adresse an.,https://de.wiktionary.org/wiki/angeben
geben,aufgeben,auf-,separable,Verb,"auch intransitiv : etwas Sinnloses beenden, aufhören, einstellen; etwas beenden, obwohl der Sinn im Weitermachen besteht jemandem (etwas) aufgeben : etwas zur Erledigung auftragen , zur Aufgabe machen etwas bei jemandem aufgeben: jemandem etwas zur Beförderung oder Bearbeitung übergeben keine Hoffnung mehr auf Genesung / Rettung von jemandem haben, jemanden als tot/verloren betrachten",,,Der Läufer gab nach einem Sturz auf.,https://de.wiktionary.org/wiki/aufgeben
geben,ausgeben,aus-,separable,Verb,"Zahlungsmittel für etwas verbrauchen , abgeben , eintauschen etwas herausgeben , verteilen für jemanden etwas ( Essen , Trinken ) bezahlen umgangssprachlich , reflexiv : vorgeben , jemand oder etwas zu sein; so tun , als wäre man jemand oder etwas reflexiv : sich bis an die Grenze der Kräfte anstrengen etwas ( offiziell ) bekanntgeben etwas (zum Beispiel Geld ) in den Umlauf geben EDV : etwas anzeigen , ausdrucken landschaftlich : in gewisser Weise ergiebig sein; einen gewissen Ertrag liefern",,,Ich gebe rund 40 % meines Netto-Einkommens für die Wohnungsmiete aus.,https://de.wiktionary.org/wiki/ausgeben
geben,begeben,be-,inseparable,Verb,"intransitiv , reflexiv , nur in der unpersönlichen Form gebräuchlich : geschehen, sich ereignen transitiv , reflexiv : einen Ort aufsuchen transitiv , reflexiv , übertragen : sich in einen Zustand versetzen transitiv , reflexiv , übertragen : eine Tätigkeit aufnehmen transitiv , reflexiv , übertragen : auf etwas verzichten/sich etwas entledigen",,,"Es begab sich zu dieser Zeit, dass ein bekannter Philosoph in die Stadt kam.",https://de.wiktionary.org/wiki/begeben
geben,durchgeben,durch-,ambiguous,Verb,"eine Nachricht, eine Information über Lautsprecher, Funk, Telefon oder dergleichen vermelden, weitergeben etwas durch eine Öffnung überreichen etwas in einer Gruppe nach hinten, rundum reichen",,,„Vermutlich aufgrund eines technischen Defekts wurde über Lautsprecher das Codewort für einen Amokalarm in alle Klassen durchgegeben. “,https://de.wiktionary.org/wiki/durchgeben
geben,eingeben,ein-,separable,Verb,"jemandem etwas (vor allem eine Arznei in einer bestimmten festgesetzten Menge) zum Hinunterschlucken langsam in den Mund geben, jemanden etwas vorsichtig einnehmen lassen",,,„Man gab dem Töchterchen Arzney ein und legte es zu Bette.“,https://de.wiktionary.org/wiki/eingeben
geben,ergeben,er-,inseparable,Verb,"transitiv : zur Folge haben, als Resultat haben reflexiv , unpersönlich : sich zu etwas fügen, sich zutragen, geschehen, sich treffen reflexiv : keinen Widerstand mehr leisten reflexiv : zur Folge sich geben, als Resultat sich geben",,,Eins und eins ergibt zwei.,https://de.wiktionary.org/wiki/ergeben
geben,fortgeben,fort-,separable,Verb,"jemand anderem überlassen ; sich von etwas oder jemandem trennen , meist eher verschenken als verkaufen",,,"Inzwischen musste ihr Kind etwa so alt sein, wie sie selbst es war, als sie ihr Kind fortgab .",https://de.wiktionary.org/wiki/fortgeben
geben,gegeben,ge-,inseparable,Verb,ge·ge·ben,,,,https://de.wiktionary.org/wiki/gegeben
geben,hergeben,her-,separable,Verb,"transitiv : jemandem etwas reichen transitiv : jemandem eine Sache geben oder überlassen intransitiv , umgangssprachlich , meist in der Negation : eine Wirkung haben reflexiv : sich für eine undankbare , fragwürdige Sache zur Verfügung stellen",,,Gib mir bitte den Salzstreuer her.,https://de.wiktionary.org/wiki/hergeben
geben,hingeben,hin-,separable,Verb,"transitiv , mit Dativ : in die Richtung, in den Besitz von jemandem etwas überreichen, übergeben transitiv : bewusst den Verlust von etwas oder jemandem zu einem bestimmten (höheren) Zweck hinnehmen oder auch dies aktiv herbeiführen reflexiv , mit Dativ (etwas) : sich einer Sache, einer Tätigkeit mit vollem Herzen, Einsatz, Eifer widmen, darin aufgehen reflexiv , verhüllend , veraltende Bedeutung , mit Dativ (jemandem) : jemandes Wunsch nach Sex entgegenkommen, entsprechen",,,"„Da waren zwei alte Künstler, die erschraken darüber, was sie im Laufe der Zeit an so viele Menschen hingegeben hatten und wovon bei diesen Beschenkten keine Spur geblieben war; die nichts davon behalten und die die Gaben nicht zu Begabten gemacht hatten.“",https://de.wiktionary.org/wiki/hingeben
geben,mitgeben,mit-,separable,Verb,"transitiv : jemandem, der geht, etwas übergeben (meist zu einem bestimmten Zweck)",,,"Da er gleich zur Post fuhr, konnten wir ihm unser Paket mitgeben.",https://de.wiktionary.org/wiki/mitgeben
geben,nachgeben,nach-,separable,Verb,jemandem von etwas zusätzlich geben,,,"„Könnten sie mir bitte etwas vom Salat nachgeben “, wandte er sich an den Kellner.",https://de.wiktionary.org/wiki/nachgeben
geben,umgeben,um-,ambiguous,Verb,"transitiv , umgangssprachlich : um jemanden etwas herumgeben , etwas umhängen",,,"Gib dem Kind einen Schal um, damit es sich nicht erkältet!",https://de.wiktionary.org/wiki/umgeben
geben,untergeben,unter-,ambiguous,Verb,"un·ter·ge·ben, keine Steigerung",,,Sklaven sind ihren Herren untergeben.,https://de.wiktionary.org/wiki/untergeben
geben,vergeben,ver-,inseparable,Verb,"transitiv : etwas verteilen , zuteilen oder hergeben seitens einer höheren Instanz jemandem eine Schuld verzeihen transitiv : etwas nicht gut ausnutzen in der Wendung ist/bin ( schon ) vergeben : nicht mehr verfügbar , für das Gewünschte nicht mehr zu haben, besonders: schon verheiratet /in einer festen Beziehung",,,Die Noten werden zwei Wochen nach der Prüfung vergeben .,https://de.wiktionary.org/wiki/vergeben
